farm_id,region,crop_type,planting_date,harvest_date,area_ha,yield_kg,irrigation_type,soil_type,fertilizer_used,pesticide_used,rainfall_mm,avg_temperature_c,farmer_age,organic,planting_year,harvest_year,planting_month,growing_days,days_since_harvest
2012,South,Barley,2022-10-01,2023-03-21,17.94,51808,Sprinkler,Loam,Organic,Herbicide,891.4,21.2,60,no,2022,2023,2022-10,171,813
2013,East,Corn,2023-12-29,2024-04-15,12.09,56408,Sprinkler,Sandy,Organic,None,974.9,24.3,42,No,2023,2024,2023-12,108,422
2014,West,Wheat,2025-02-06,2025-06-14,2.96,8459,Sprinkler,Peat,Nitrogen-based,Insecticide,1353.7,13.3,39,No,2025,2025,2025-02,128,-3
2015,North,Cotton,2022-06-27,2022-12-20,13.79,27594,None,Sandy,Mixed,Fungicide,1573.3,21.4,57,no,2022,2022,2022-06,176,904
2016,East,Rice,2020-05-30,2020-11-18,32.88,127176,Sprinkler,Clay,Nitrogen-based,Mixed,1754.0,10.9,46,no,2020,2020,2020-05,172,1666
2017,East,Rice,2025-01-15,2025-06-01,26.91,119430,Drip,Clay,Mixed,Insecticide,966.8,11.0,67,No,2025,2025,2025-01,137,10
2018,North,Barley,2020-06-14,2020-09-13,47.23,124879,Sprinkler,Sandy,Phosphate-based,Herbicide,790.4,26.4,65,No,2020,2020,2020-06,91,1732
2019,West,Rice,2021-10-21,2022-03-30,20.12,73562,Sprinkler,Loam,Phosphate-based,Fungicide,1968.4,33.8,41,no,2021,2022,2021-10,160,1169
2020,East,Rice,2023-05-30,2023-11-07,34.85,158433,Sprinkler,Silt,Nitrogen-based,Fungicide,540.6,29.4,50,no,2023,2023,2023-05,161,582
2021,West,Rice,2020-10-30,2021-02-15,24.72,92618,Unknown,Loam,Nitrogen-based,None,521.8,21.7,39,No,2020,2021,2020-10,108,1577
2022,North,Corn,2020-05-14,2020-08-27,25.87,118865,Sprinkler,Peat,Organic,Mixed,1459.3,11.4,64,No,2020,2020,2020-05,105,1749
2023,West,Soybean,2020-09-15,2020-12-19,13.75,21558,Flood,Peat,Mixed,Mixed,441.3,11.1,42,no,2020,2020,2020-09,95,1635
2024,South,Wheat,2021-07-17,2021-10-15,23.02,58291,None,Silt,Mixed,Insecticide,858.9,13.9,32,No,2021,2021,2021-07,90,1335
2025,West,Barley,2023-07-02,2023-12-12,23.8,58257,Flood,Silt,Phosphate-based,Insecticide,655.5,34.4,27,No,2023,2023,2023-07,163,547
2026,South,Cotton,2023-07-20,2024-01-02,35.48,65210,Sprinkler,Clay,Organic,Fungicide,420.5,20.0,38,No,2023,2024,2023-07,166,526
2027,East,Wheat,2023-04-13,2023-08-31,47.06,125887,Sprinkler,Loam,Organic,Fungicide,1201.4,31.1,58,Yes,2023,2023,2023-04,140,650
2028,South,Wheat,2023-01-28,2023-07-05,16.8,57831,Drip,Peat,Mixed,Unknown,809.7,27.6,57,no,2023,2023,2023-01,158,707
2029,West,Cotton,2023-12-29,2024-06-06,2.59,4577,Drip,Clay,None,None,978.2,25.1,61,no,2023,2024,2023-12,160,370
2030,South,Rice,2021-10-27,2022-02-04,25.07,89741,Flood,Sandy,Mixed,Herbicide,472.1,33.7,25,No,2021,2022,2021-10,100,1223
2031,West,Soybean,2022-02-19,2022-06-28,27.45,70227,Drip,Sandy,Nitrogen-based,Fungicide,1558.9,15.8,59,No,2022,2022,2022-02,129,1079
2032,East,Soybean,2023-05-08,2023-09-01,8.84,18447,None,Silt,Nitrogen-based,Insecticide,698.0,21.4,34,no,2023,2023,2023-05,116,649
2033,West,Corn,2022-12-22,2023-05-05,38.14,235437,Sprinkler,Sandy,Mixed,Insecticide,751.2,31.6,43,No,2022,2023,2022-12,134,768
2034,South,Soybean,2021-08-26,2021-12-21,49.25,137939,Unknown,Sandy,None,Fungicide,579.1,23.8,35,no,2021,2021,2021-08,117,1268
2035,North,Barley,2022-07-18,2022-12-07,47.32,109280,Sprinkler,Peat,Nitrogen-based,Herbicide,925.4,16.2,59,No,2022,2022,2022-07,142,917
2036,East,Cotton,2022-11-01,2023-04-22,10.26,23640,Sprinkler,Clay,Mixed,Fungicide,980.8,15.2,26,No,2022,2023,2022-11,172,781
2037,South,Corn,2023-05-24,2023-10-26,43.83,259310,Flood,Sandy,Phosphate-based,Insecticide,1106.4,28.8,27,yes,2023,2023,2023-05,155,594
2038,South,Corn,2022-05-31,2022-09-16,35.37,146552,Sprinkler,Sandy,Phosphate-based,Insecticide,1938.4,10.3,39,no,2022,2022,2022-05,108,999
2039,South,Soybean,2020-07-22,2020-11-09,22.97,47388,Unknown,Sandy,Phosphate-based,Herbicide,1818.9,32.9,65,no,2020,2020,2020-07,110,1675
2040,South,Soybean,2024-06-12,2024-10-03,27.26,61910,Drip,Loam,None,Mixed,1257.8,10.5,52,No,2024,2024,2024-06,113,251
2041,East,Rice,2023-12-08,2024-04-04,42.56,134101,Sprinkler,Clay,Organic,Fungicide,173.9,25.8,26,No,2023,2024,2023-12,118,433
2042,West,Wheat,2020-08-22,2021-02-06,24.27,64288,Drip,Loam,Nitrogen-based,Unknown,1263.3,25.1,54,No,2020,2021,2020-08,168,1586
2043,South,Corn,2024-10-12,2025-02-11,18.97,89157,Flood,Peat,Nitrogen-based,Mixed,270.4,24.5,62,No,2024,2025,2024-10,122,120
2044,South,Cotton,2023-09-02,2023-12-25,24.92,53609,Sprinkler,Sandy,Nitrogen-based,Fungicide,1449.7,21.9,29,no,2023,2023,2023-09,114,534
2045,South,Cotton,2023-08-26,2023-12-08,29.17,59050,Unknown,Clay,Phosphate-based,None,841.1,31.3,30,No,2023,2023,2023-08,104,551
2046,South,Barley,2024-12-02,2025-03-25,9.86,26995,Flood,Silt,Unknown,None,1691.6,26.5,29,Yes,2024,2025,2024-12,113,78
2047,West,Wheat,2024-04-23,2024-10-15,45.09,125466,Unknown,Sandy,Phosphate-based,Herbicide,1890.8,29.5,36,yes,2024,2024,2024-04,175,239
2048,South,Wheat,2023-02-03,2023-07-15,33.87,81674,Unknown,Sandy,Unknown,Fungicide,892.5,12.9,28,Yes,2023,2023,2023-02,162,697
2049,South,Soybean,2024-01-16,2024-04-21,31.85,86692,Sprinkler,Peat,None,Fungicide,975.1,11.2,48,no,2024,2024,2024-01,96,416
2050,West,Soybean,2024-11-07,2025-04-16,5.43,14734,Flood,Sandy,Nitrogen-based,Herbicide,1221.3,10.7,49,no,2024,2025,2024-11,160,56
2051,West,Cotton,2021-03-16,2021-08-12,30.41,55192,Sprinkler,Sandy,Mixed,Insecticide,474.6,13.7,50,No,2021,2021,2021-03,149,1399
2052,West,Soybean,2022-05-30,2022-11-18,6.49,13545,Drip,Loam,Organic,Herbicide,1861.9,26.7,70,No,2022,2022,2022-05,172,936
2053,South,Barley,2022-07-13,2022-12-20,4.4,15195,Drip,Clay,Nitrogen-based,None,922.7,22.4,70,no,2022,2022,2022-07,160,904
2054,South,Wheat,2024-12-23,2025-04-01,26.6,82753,Drip,Clay,Phosphate-based,Insecticide,417.0,28.8,67,no,2024,2025,2024-12,99,71
2055,West,Cotton,2021-04-12,2021-08-17,20.44,43314,Drip,Clay,Organic,Herbicide,1549.2,14.8,57,no,2021,2021,2021-04,127,1394
2056,South,Cotton,2022-04-27,2022-10-19,29.65,63215,Drip,Sandy,Nitrogen-based,Insecticide,516.4,19.2,45,Yes,2022,2022,2022-04,175,966
2057,East,Rice,2021-11-25,2022-03-03,4.92,16130,Sprinkler,Sandy,Mixed,Mixed,372.7,32.2,47,Yes,2021,2022,2021-11,98,1196
2058,North,Wheat,2024-08-21,2024-12-21,21.83,80218,Flood,Sandy,Nitrogen-based,None,1169.5,33.4,61,yes,2024,2024,2024-08,122,172
2059,North,Cotton,2022-07-17,2022-10-27,9.15,17192,Drip,Peat,Organic,Unknown,1375.8,33.0,61,No,2022,2022,2022-07,102,958
2060,North,Wheat,2022-03-27,2022-07-20,49.36,166339,None,Sandy,Phosphate-based,None,1182.2,30.5,36,No,2022,2022,2022-03,115,1057
2061,South,Wheat,2022-05-01,2022-10-12,28.28,103400,Flood,Peat,Nitrogen-based,Insecticide,1347.4,27.2,61,no,2022,2022,2022-05,164,973
2062,South,Cotton,2024-02-03,2024-07-04,34.53,69902,Sprinkler,Loam,Unknown,Fungicide,319.5,32.8,45,no,2024,2024,2024-02,152,342
2063,West,Soybean,2020-07-13,2020-11-22,16.61,34165,Flood,Peat,None,Insecticide,1004.4,27.9,37,no,2020,2020,2020-07,132,1662
2064,West,Wheat,2021-10-02,2022-02-14,5.19,9746,None,Peat,Organic,Insecticide,778.3,33.8,67,No,2021,2022,2021-10,135,1213
2065,East,Wheat,2022-05-24,2022-09-07,48.81,145586,Unknown,Clay,Organic,Insecticide,1949.4,10.6,57,No,2022,2022,2022-05,106,1008
2066,South,Cotton,2021-10-02,2022-03-26,14.67,30440,Sprinkler,Silt,Organic,Herbicide,194.3,33.0,68,no,2021,2022,2021-10,175,1173
2067,East,Wheat,2023-09-24,2024-03-15,21.48,58826,Sprinkler,Loam,Nitrogen-based,Insecticide,666.8,23.9,30,no,2023,2024,2023-09,173,453
2068,South,Wheat,2021-06-06,2021-10-04,32.67,100004,Drip,Peat,Nitrogen-based,Fungicide,1889.5,12.8,67,no,2021,2021,2021-06,120,1346
2069,South,Cotton,2022-02-05,2022-05-18,1.72,3662,Sprinkler,Sandy,Mixed,Herbicide,1968.6,15.4,36,no,2022,2022,2022-02,102,1120
2070,South,Rice,2020-11-08,2021-03-14,40.61,186658,None,Loam,Phosphate-based,Fungicide,1667.3,31.3,62,No,2020,2021,2020-11,126,1550
2071,North,Cotton,2023-11-07,2024-04-24,27.06,52264,Drip,Peat,Mixed,Insecticide,244.4,22.7,54,no,2023,2024,2023-11,169,413
2072,South,Wheat,2025-03-05,2025-06-11,14.27,42518,Sprinkler,Peat,Nitrogen-based,Herbicide,1166.6,34.6,61,Yes,2025,2025,2025-03,98,0
2073,South,Cotton,2022-08-29,2022-12-21,3.55,6909,Drip,Sandy,None,Insecticide,860.2,12.9,42,no,2022,2022,2022-08,114,903
2074,West,Wheat,2020-05-17,2020-09-24,8.54,25749,Sprinkler,Clay,Nitrogen-based,Mixed,1632.3,20.3,40,no,2020,2020,2020-05,130,1721
2075,West,Barley,2020-07-05,2020-12-04,44.8,115783,Drip,Clay,Mixed,Unknown,204.5,18.3,69,no,2020,2020,2020-07,152,1650
2076,South,Wheat,2024-08-30,2025-01-24,34.46,95347,Drip,Peat,Organic,Herbicide,474.5,22.9,31,Yes,2024,2025,2024-08,147,138
2077,South,Wheat,2020-06-23,2020-11-02,12.87,35974,Drip,Clay,None,Insecticide,1029.5,25.8,70,no,2020,2020,2020-06,132,1682
2078,West,Barley,2020-07-09,2020-12-24,3.75,10746,Drip,Silt,Organic,Fungicide,399.5,26.5,25,no,2020,2020,2020-07,168,1630
2079,West,Cotton,2022-06-03,2022-11-24,34.69,60562,Unknown,Silt,Nitrogen-based,Herbicide,1416.2,10.0,52,yes,2022,2022,2022-06,174,930
2080,South,Rice,2020-07-16,2020-11-22,28.83,107518,Sprinkler,Silt,Organic,Mixed,1659.5,12.2,68,no,2020,2020,2020-07,129,1662
2081,West,Rice,2024-03-04,2024-08-29,20.52,104347,Flood,Peat,Organic,Fungicide,1438.6,10.9,27,No,2024,2024,2024-03,178,286
2082,West,Cotton,2024-02-22,2024-08-04,18.5,41975,Drip,Peat,Organic,Mixed,936.5,31.6,67,No,2024,2024,2024-02,164,311
2083,West,Barley,2022-02-02,2022-05-22,11.23,26929,Unknown,Peat,Phosphate-based,Herbicide,1768.9,17.8,63,no,2022,2022,2022-02,109,1116
2084,South,Cotton,2024-07-20,2024-12-29,33.65,76028,Flood,Sandy,Nitrogen-based,Mixed,361.6,19.2,34,no,2024,2024,2024-07,162,164
2085,West,Soybean,2020-09-23,2021-03-04,48.55,132797,Drip,Loam,Phosphate-based,Insecticide,594.6,21.3,69,no,2020,2021,2020-09,162,1560
2086,East,Wheat,2023-02-13,2023-06-29,9.2,27169,Unknown,Silt,Nitrogen-based,Herbicide,1030.1,31.2,38,Yes,2023,2023,2023-02,136,713
2087,North,Corn,2020-05-02,2020-09-09,30.06,134338,Drip,Loam,Nitrogen-based,Mixed,216.5,10.4,39,No,2020,2020,2020-05,130,1736
2088,West,Soybean,2023-04-16,2023-09-07,21.5,47126,Sprinkler,Clay,Organic,None,281.8,13.0,30,No,2023,2023,2023-04,144,643
2089,South,Corn,2023-02-24,2023-06-15,22.61,116845,Drip,Sandy,Nitrogen-based,Mixed,855.1,27.1,63,no,2023,2023,2023-02,111,727
2090,North,Soybean,2023-02-24,2023-05-25,13.08,28549,Sprinkler,Peat,Unknown,Insecticide,1893.4,34.1,69,no,2023,2023,2023-02,90,748
2091,South,Barley,2021-11-06,2022-03-16,41.34,134802,Drip,Silt,Nitrogen-based,Mixed,1826.0,26.1,40,No,2021,2022,2021-11,130,1183
2092,South,Soybean,2023-10-04,2024-02-02,24.52,73996,Unknown,Peat,Nitrogen-based,Insecticide,985.4,16.5,42,No,2023,2024,2023-10,121,495
2093,North,Soybean,2020-09-07,2021-01-03,27.4,68060,Drip,Sandy,Organic,Fungicide,370.1,23.0,59,Yes,2020,2021,2020-09,118,1620
2094,South,Cotton,2022-04-21,2022-10-10,15.59,36506,Sprinkler,Silt,Organic,Unknown,438.4,34.4,49,no,2022,2022,2022-04,172,975
2095,South,Cotton,2021-12-25,2022-05-19,9.5,17827,Sprinkler,Silt,Organic,Insecticide,817.3,23.2,57,No,2021,2022,2021-12,145,1119
2096,East,Barley,2024-11-24,2025-03-29,4.75,11874,Unknown,Clay,None,Fungicide,499.1,19.3,57,No,2024,2025,2024-11,125,74
2097,South,Corn,2023-09-24,2024-02-07,35.85,208833,None,Silt,Organic,Fungicide,257.7,19.6,43,yes,2023,2024,2023-09,136,490
2098,South,Corn,2025-04-11,2025-07-27,10.21,63147,Sprinkler,Sandy,Mixed,Herbicide,1380.2,34.2,62,no,2025,2025,2025-04,107,-46
2099,South,Soybean,2024-03-16,2024-09-08,34.66,112166,Flood,Clay,Nitrogen-based,Insecticide,1204.8,28.0,35,No,2024,2024,2024-03,176,276
2100,South,Wheat,2022-05-16,2022-09-25,19.82,62426,Drip,Peat,Nitrogen-based,Insecticide,653.5,27.2,63,no,2022,2022,2022-05,132,990
2101,West,Soybean,2024-11-12,2025-04-12,21.08,59514,Sprinkler,Clay,Phosphate-based,None,1580.0,15.8,27,No,2024,2025,2024-11,151,60
2102,West,Wheat,2025-02-18,2025-07-17,23.72,74475,None,Silt,Phosphate-based,Insecticide,1574.3,24.0,62,No,2025,2025,2025-02,149,-36
2103,West,Corn,2024-01-16,2024-06-11,18.7,113182,Drip,Peat,Mixed,Mixed,1032.9,18.9,25,No,2024,2024,2024-01,147,365
2104,East,Rice,2020-04-15,2020-08-28,5.48,23344,Unknown,Peat,Mixed,Herbicide,283.4,16.0,64,yes,2020,2020,2020-04,135,1748
2105,East,Corn,2021-08-12,2021-12-19,15.83,88708,Sprinkler,Silt,Phosphate-based,Insecticide,1845.1,32.4,49,No,2021,2021,2021-08,129,1270
2106,West,Rice,2023-05-14,2023-10-13,33.35,110680,Drip,Silt,Mixed,Mixed,1370.5,19.6,56,No,2023,2023,2023-05,152,607
2107,West,Barley,2021-10-01,2022-03-10,33.46,90439,Flood,Peat,Organic,Unknown,569.4,17.1,70,No,2021,2022,2021-10,160,1189
2108,West,Rice,2021-12-21,2022-04-03,14.67,65841,Sprinkler,Loam,Phosphate-based,Insecticide,1259.9,33.3,60,no,2021,2022,2021-12,103,1165
2109,South,Rice,2020-07-31,2020-11-20,23.28,103232,Flood,Peat,Mixed,Fungicide,869.5,14.9,28,No,2020,2020,2020-07,112,1664
2110,West,Wheat,2023-03-29,2023-09-17,10.08,34317,Drip,Silt,Phosphate-based,Fungicide,1307.2,28.6,47,no,2023,2023,2023-03,172,633
2111,East,Rice,2022-11-05,2023-04-21,10.91,44429,None,Peat,Mixed,Fungicide,1000.4,26.3,40,No,2022,2023,2022-11,167,782
2112,North,Rice,2021-03-11,2021-06-19,1.64,5918,Flood,Clay,Organic,Fungicide,1022.4,33.0,35,no,2021,2021,2021-03,100,1453
2113,South,Soybean,2020-11-12,2021-03-17,44.89,111232,Sprinkler,Clay,Nitrogen-based,None,1498.2,30.8,46,no,2020,2021,2020-11,125,1547
2114,South,Soybean,2023-09-06,2023-12-22,10.93,27517,Flood,Sandy,Mixed,Insecticide,1266.1,27.6,63,no,2023,2023,2023-09,107,537
2115,South,Rice,2022-09-14,2023-02-19,11.76,48745,Unknown,Loam,Nitrogen-based,Fungicide,251.9,17.9,57,yes,2022,2023,2022-09,158,843
2116,East,Soybean,2021-04-04,2021-07-28,14.34,30645,Drip,Silt,Phosphate-based,None,224.2,22.4,65,yes,2021,2021,2021-04,115,1414
2117,East,Rice,2024-10-01,2025-02-01,6.81,26153,Sprinkler,Loam,Unknown,Unknown,679.5,33.6,62,No,2024,2025,2024-10,123,130
2118,South,Cotton,2020-08-09,2021-01-26,32.14,63425,None,Clay,Phosphate-based,Mixed,917.5,10.6,37,No,2020,2021,2020-08,170,1597
2119,South,Cotton,2021-12-18,2022-03-27,4.22,5601,Sprinkler,Peat,Mixed,Fungicide,622.9,29.9,45,Yes,2021,2022,2021-12,99,1172
2120,South,Wheat,2024-09-27,2025-01-04,7.14,24094,Drip,Clay,Nitrogen-based,Insecticide,1337.8,16.3,36,No,2024,2025,2024-09,99,158
2121,South,Wheat,2023-02-13,2023-05-16,32.42,99652,Unknown,Clay,Unknown,Mixed,470.7,14.6,50,no,2023,2023,2023-02,92,757
2122,South,Wheat,2022-01-22,2022-06-25,17.31,53996,Drip,Peat,Unknown,Fungicide,1437.9,15.8,25,No,2022,2022,2022-01,154,1082
2123,South,Corn,2020-08-23,2021-02-09,35.54,163959,Drip,Loam,Mixed,Mixed,1569.0,11.5,65,No,2020,2021,2020-08,170,1583
2124,West,Barley,2024-04-10,2024-07-12,28.09,85568,Unknown,Sandy,Phosphate-based,Mixed,336.2,34.8,46,no,2024,2024,2024-04,93,334
2125,West,Corn,2021-07-24,2022-01-04,13.17,57632,Sprinkler,Peat,Organic,Insecticide,1336.5,31.7,51,No,2021,2022,2021-07,164,1254
2126,North,Wheat,2023-03-21,2023-09-01,32.72,88224,Drip,Silt,None,Fungicide,1926.7,23.0,56,Yes,2023,2023,2023-03,164,649
2127,East,Rice,2021-04-08,2021-08-27,6.26,27400,Drip,Clay,Mixed,Fungicide,466.4,27.9,32,No,2021,2021,2021-04,141,1384
2128,West,Soybean,2024-07-11,2024-12-23,27.05,71247,Flood,Peat,Mixed,Mixed,1827.7,23.9,58,no,2024,2024,2024-07,165,170
2129,North,Wheat,2022-05-28,2022-09-22,22.14,53691,Drip,Silt,Organic,Fungicide,1251.5,30.3,42,no,2022,2022,2022-05,117,993
2130,South,Cotton,2024-09-26,2024-12-29,13.76,34031,Drip,Peat,Organic,Herbicide,1222.8,31.1,28,No,2024,2024,2024-09,94,164
2131,South,Soybean,2023-02-22,2023-08-01,30.4,67353,Sprinkler,Loam,Phosphate-based,Herbicide,198.7,15.8,25,no,2023,2023,2023-02,160,680
2132,South,Barley,2024-04-20,2024-08-21,43.63,119734,Flood,Loam,Nitrogen-based,Herbicide,1521.8,21.5,68,no,2024,2024,2024-04,123,294
2133,West,Soybean,2024-08-03,2025-01-09,49.95,157594,Unknown,Clay,Mixed,Mixed,1008.7,25.9,40,No,2024,2025,2024-08,159,153
2134,West,Cotton,2023-06-27,2023-12-03,30.58,42263,Drip,Clay,Nitrogen-based,Mixed,1470.2,34.5,54,Yes,2023,2023,2023-06,159,556
2135,East,Barley,2023-06-10,2023-11-07,20.53,42771,Sprinkler,Clay,Phosphate-based,Insecticide,1637.4,27.1,47,no,2023,2023,2023-06,150,582
2136,West,Rice,2023-10-14,2024-04-04,11.65,49689,Drip,Silt,Nitrogen-based,Insecticide,1095.2,32.4,55,No,2023,2024,2023-10,173,433
2137,South,Soybean,2023-08-09,2023-11-26,13.23,20778,Sprinkler,Peat,Mixed,Mixed,600.9,31.2,52,no,2023,2023,2023-08,109,563
2138,South,Wheat,2023-02-14,2023-06-30,24.23,50408,Flood,Clay,Nitrogen-based,Herbicide,369.0,24.6,61,yes,2023,2023,2023-02,136,712
2139,South,Soybean,2020-02-23,2020-07-12,18.68,54931,Flood,Peat,Organic,None,405.0,32.3,40,No,2020,2020,2020-02,140,1795
2140,West,Rice,2023-06-01,2023-09-27,45.73,171701,Drip,Peat,Organic,Insecticide,1747.2,19.4,65,no,2023,2023,2023-06,118,623
2141,South,Wheat,2025-03-17,2025-08-29,18.73,74699,Drip,Loam,Mixed,Mixed,334.8,19.5,33,no,2025,2025,2025-03,165,-79
2142,East,Corn,2023-09-09,2024-01-14,18.99,80212,Flood,Silt,Nitrogen-based,Fungicide,830.9,29.5,26,No,2023,2024,2023-09,127,514
2143,East,Rice,2024-08-25,2024-12-10,19.48,74197,Drip,Peat,Nitrogen-based,Insecticide,735.1,13.4,70,no,2024,2024,2024-08,107,183
2144,East,Cotton,2023-11-21,2024-04-18,41.91,90617,Drip,Peat,Nitrogen-based,None,1744.4,17.6,67,No,2023,2024,2023-11,149,419
2145,North,Cotton,2021-07-01,2021-12-02,32.71,70047,Sprinkler,Sandy,Organic,Fungicide,1007.6,25.2,26,no,2021,2021,2021-07,154,1287
2146,South,Cotton,2020-02-29,2020-08-02,30.9,59437,Drip,Silt,Unknown,Mixed,1993.2,20.5,56,No,2020,2020,2020-02,155,1774
2147,West,Barley,2021-01-04,2021-04-15,17.04,43071,Drip,Sandy,Organic,Fungicide,1500.4,33.5,40,no,2021,2021,2021-01,101,1518
2148,West,Soybean,2021-07-13,2021-11-30,40.99,106031,Flood,Silt,Phosphate-based,Insecticide,1716.8,34.0,37,no,2021,2021,2021-07,140,1289
2149,West,Corn,2023-12-10,2024-04-24,2.4,14478,None,Sandy,Phosphate-based,None,287.5,22.6,51,yes,2023,2024,2023-12,136,413
2150,West,Wheat,2024-04-10,2024-09-11,43.6,145766,None,Sandy,Mixed,Mixed,580.9,23.5,55,No,2024,2024,2024-04,154,273
2151,South,Corn,2021-09-24,2021-12-24,25.88,117123,Drip,Loam,Mixed,Herbicide,357.3,28.1,57,No,2021,2021,2021-09,91,1265
2152,West,Cotton,2025-03-02,2025-08-23,20.21,34406,Sprinkler,Clay,Nitrogen-based,Herbicide,980.9,21.4,45,no,2025,2025,2025-03,174,-73
2153,East,Corn,2021-11-26,2022-03-26,25.11,112503,Unknown,Sandy,Phosphate-based,Mixed,1464.7,14.8,43,yes,2021,2022,2021-11,120,1173
2154,West,Cotton,2021-12-19,2022-06-05,33.54,54263,Drip,Loam,None,Mixed,421.2,28.7,37,no,2021,2022,2021-12,168,1102
2155,South,Rice,2020-01-13,2020-07-08,1.13,4619,Sprinkler,Clay,None,Fungicide,347.3,28.4,43,No,2020,2020,2020-01,177,1799
2156,East,Rice,2021-01-06,2021-04-27,43.64,195868,Flood,Silt,Organic,Fungicide,1267.8,16.1,59,No,2021,2021,2021-01,111,1506
2157,North,Corn,2024-11-16,2025-04-20,22.61,111840,Drip,Clay,Nitrogen-based,Herbicide,537.6,30.8,59,yes,2024,2025,2024-11,155,52
2158,West,Soybean,2020-10-20,2021-02-04,17.48,54973,Flood,Clay,Organic,Unknown,1010.7,25.3,57,No,2020,2021,2020-10,107,1588
2159,East,Wheat,2023-03-05,2023-07-30,7.34,27884,Drip,Silt,Organic,Herbicide,197.1,15.9,27,no,2023,2023,2023-03,147,682
2160,East,Soybean,2023-09-08,2023-12-27,22.25,58192,Sprinkler,Sandy,Phosphate-based,Insecticide,1393.2,26.3,45,yes,2023,2023,2023-09,110,532
2161,North,Rice,2022-03-31,2022-07-21,25.07,110838,Drip,Loam,Nitrogen-based,Herbicide,1128.5,15.8,64,no,2022,2022,2022-03,112,1056
2162,South,Soybean,2020-05-22,2020-10-31,20.48,44284,Unknown,Clay,Nitrogen-based,Mixed,1330.1,16.6,47,yes,2020,2020,2020-05,162,1684
2163,West,Cotton,2020-10-17,2021-03-28,34.09,64490,Sprinkler,Sandy,Nitrogen-based,Herbicide,623.3,31.2,69,No,2020,2021,2020-10,162,1536
2164,South,Corn,2024-02-26,2024-08-18,21.33,127003,Drip,Loam,Organic,Insecticide,629.3,33.2,69,No,2024,2024,2024-02,174,297
2165,South,Corn,2023-07-20,2023-11-05,48.09,219557,None,Silt,None,Insecticide,1622.6,16.4,35,No,2023,2023,2023-07,108,584
2166,South,Barley,2020-03-03,2020-08-01,30.16,103288,Drip,Peat,Organic,Fungicide,1465.3,33.2,28,no,2020,2020,2020-03,151,1775
2167,West,Barley,2020-07-06,2020-11-18,40.47,132226,Sprinkler,Loam,None,Herbicide,1201.5,16.0,28,no,2020,2020,2020-07,135,1666
2168,East,Wheat,2024-03-08,2024-06-11,5.91,19728,Drip,Sandy,Phosphate-based,Mixed,1293.5,12.9,39,No,2024,2024,2024-03,95,365
2169,North,Corn,2022-12-22,2023-04-19,20.17,83110,None,Peat,Phosphate-based,Insecticide,278.7,11.5,52,yes,2022,2023,2022-12,118,784
2170,North,Rice,2021-03-16,2021-08-15,17.17,65465,Unknown,Clay,Organic,Fungicide,1726.7,16.1,60,yes,2021,2021,2021-03,152,1396
2171,West,Corn,2022-02-09,2022-06-08,28.69,157311,Drip,Loam,Nitrogen-based,Fungicide,1562.8,19.6,32,No,2022,2022,2022-02,119,1099
2172,South,Barley,2022-05-09,2022-08-15,43.13,102907,Drip,Sandy,Mixed,None,1221.9,33.2,48,Yes,2022,2022,2022-05,98,1031
2173,South,Wheat,2022-07-18,2022-11-18,4.38,12765,Drip,Sandy,Organic,Fungicide,1845.3,16.1,58,yes,2022,2022,2022-07,123,936
2174,West,Corn,2021-11-29,2022-04-15,4.09,22757,None,Sandy,Organic,Insecticide,420.4,19.1,39,No,2021,2022,2021-11,137,1153
2175,East,Barley,2020-11-18,2021-03-17,42.59,109088,Drip,Silt,Nitrogen-based,Mixed,1404.6,28.4,47,yes,2020,2021,2020-11,119,1547
2176,West,Cotton,2022-01-27,2022-05-02,11.04,19276,Sprinkler,Clay,Phosphate-based,Mixed,1929.7,17.6,51,no,2022,2022,2022-01,95,1136
2177,South,Cotton,2021-09-30,2022-03-24,33.6,49048,Sprinkler,Peat,Nitrogen-based,Herbicide,689.0,27.1,38,Yes,2021,2022,2021-09,175,1175
2178,North,Soybean,2024-01-17,2024-05-12,27.37,64456,Flood,Clay,Phosphate-based,None,129.1,20.8,26,No,2024,2024,2024-01,116,395
2179,North,Wheat,2021-10-26,2022-03-31,41.73,139709,Unknown,Loam,None,Herbicide,1496.2,14.9,59,no,2021,2022,2021-10,156,1168
2180,West,Rice,2024-05-09,2024-09-22,6.69,23256,Flood,Peat,Nitrogen-based,Mixed,113.3,28.4,67,yes,2024,2024,2024-05,136,262
2181,West,Soybean,2025-04-12,2025-08-29,6.92,17346,Drip,Peat,Organic,Unknown,1757.8,10.7,31,No,2025,2025,2025-04,139,-79
2182,South,Wheat,2023-03-08,2023-08-05,28.06,81348,Flood,Loam,Phosphate-based,Fungicide,207.0,17.3,40,no,2023,2023,2023-03,150,676
2183,East,Corn,2023-05-06,2023-10-01,47.35,213076,Drip,Clay,Mixed,Fungicide,1340.3,18.9,46,no,2023,2023,2023-05,148,619
2184,South,Cotton,2020-06-22,2020-09-25,21.04,47367,Drip,Clay,Organic,Fungicide,816.6,21.5,52,No,2020,2020,2020-06,95,1720
2185,South,Soybean,2024-12-14,2025-03-19,16.68,51972,Drip,Loam,None,Herbicide,486.3,27.0,56,No,2024,2025,2024-12,95,84
2186,West,Corn,2020-04-17,2020-10-07,30.53,175646,Drip,Sandy,Organic,Herbicide,1806.7,21.5,31,yes,2020,2020,2020-04,173,1708
