Farm_ID,Region,Crop_Type,Planting_Date,Harvest_Date,Area_ha,Yield_kg,Irrigation_Type,Soil_Type,Fertilizer_Used,Pesticide_Used,Rainfall_mm,Avg_Temperature_C,Farmer_Age,Organic
2635,South,rice,08/10/2020,21/02/2021,41.66,174016,flood,San dy,organik,Herbicide,1238.4,27.6,63,yes
2636,Soth,Soybean,19/03/2020,10/07/2020,7.94,16257,None,Lom,Nitrogn-based,mixed,786.9,19.5,26,No
2637,North,wheat,10/08/2021,10/01/2022,2.41,9139,SPRINKLER,Silt,Nitrogen-based,Insecticide,1440.6,11,37,Yes
2638,East,Soybean,21/02/2025,15/07/2025,44,107928,sprnkler,clay,MIXED,Fungicide,1073.1,31.3,61,no
2639,west,Soybeans,26/08/2024,20/12/2024,16.09,28498,Nne,sand,Nitrogen-based,none,1847,22.2,34,yes
2640,South,corn,25/08/2022,15/01/2023,6.88,30755,Nne,clay,MIXED,Herbicid,272.9,25,64,No
2641,South,Soybean,26/11/2023,23/05/2024,23.69,50763,Flod,Lom,Nitrogn-based,Mixed,1406.6,28.3,37,Yes
2642,Soth,Rice,29/08/2024,13/01/2025,30.12,108159,Dr ip,Peat,Mi xed,Insectcide,1377.6,26.4,43,yes
2643,West,Cotton,11/10/2020,24/02/2021,2.03,3788,Sprink ler,Sandy,phosphate based,mix ed,1906.2,28.3,30,No
2644,west,Rice,03/04/2024,22/08/2024,14.11,54260,Sprinkler,Cly,Mixed,insecticide,805.9,29.1,42,no
2645,west,Cotton,15/12/2023,18/04/2024,2.12,4052,SPRINKLER,Lom,Organic,mix ed,680.3,24.7,64,yes
2646,South,barlay,18/08/2022,12/01/2023,21.31,58795,DRIp,Clay,nitrogen based,mixed,427.5,19.1,33,No
2647,North,wheat,07/07/2022,28/10/2022,44.81,146274,dripp,silt,Organic,Insectcide,604,16.1,41,yes
2648,West,barlay,14/06/2023,24/11/2023,49.14,122186,Dr ip,Clay,ORGANIC,insecticide,1053.6,32.6,28,yes
2649,west,wheat,11/01/2020,26/04/2020,32.03,113112,Flod,peat,Phosphate-based,Mixed,1691.7,34.2,30,no
2650,South,wheat,29/01/2025,11/07/2025,8.5,20813,DRIp,Clay,Phyosphate-based,herbicide,640.1,18.9,35,no
2651,west,rice,11/06/2020,05/12/2020,45.34,198093,Drip,loam,none,MIXED,399.7,12.8,66,no
2652,suoth,Soybeans,08/02/2020,06/06/2020,26.05,81177,Floo d,Cl ay,nitrogen based,insecticide,617,15.6,50,no
2653,West,Cotton,08/06/2021,18/09/2021,8.11,15788,SPRINKLER,Loam,nitrogen based,fungicid,291.8,26.8,35,yes
2654,West,rice,17/03/2021,19/07/2021,46.13,189874,none,PEAT,Non,none,1860.7,14.3,32,No
2655,suoth,Soybean,06/09/2024,04/01/2025,37.99,81185,flood,San dy,Nitrogn-based,Fungi cide,1758,29.5,27,No
2656,East,Barley,02/11/2020,12/04/2021,36.72,94923,Sprink ler,clay,Phyosphate-based,Herbicid,686.1,33.1,26,No
2657,suoth,wheat,28/01/2023,22/06/2023,35.6,131914,Nne,Cl ay,none,Mixed,569.3,34.1,42,No
2658,Soth,Cotton,09/04/2025,25/08/2025,10.42,23179,Drip,SANDY,phosphate based,Insectcide,1820.3,10.2,26,No
2659,Soth,barlay,29/01/2024,23/05/2024,10.94,32555,Sprink ler,PEAT,nitrogen based,herbicide,103.4,34,50,no
2660,South,Rice,31/05/2023,16/09/2023,34.57,98082,SPRINKLER,sand,Mixed,mixed,1241.1,28.5,36,no
2661,West,cotton,16/12/2022,04/04/2023,11.38,20313,Drip,peat,organik,Fungi cide,1840.4,12.1,61,No
2662,East,Soybean,16/05/2022,13/10/2022,22.21,70008,Drip,LOAM,Mixed,mixed,1066.3,20.4,50,No
2663,East,cotton,15/08/2020,14/11/2020,39.21,83252,dripp,peat,Non,Insecticide,105.6,27.5,60,yes
2664,west,Soy,08/05/2024,28/08/2024,39.31,106170,sprnkler,Silt,Nitrogen-based,Fungicide,515.9,33.9,40,No
2665,west,Soy,13/08/2021,03/01/2022,22.94,58817,Nne,peat,organik,Fungicide,1852.6,14.1,38,No
2666,suoth,Rice,01/05/2021,01/10/2021,39.71,144234,None,loam,mixd,fungicid,132.3,13.2,26,Yes
2667,East,Soy,08/09/2021,24/12/2021,42.01,110263,Sprink ler,Sandy,Phyosphate-based,None,850.1,21.8,45,No
2668,suoth,corn,06/09/2020,23/02/2021,32.91,126780,SPRINKLER,Cly,None,Herbicid,1600.5,34.2,31,yes
2669,suoth,barlay,07/04/2020,10/09/2020,11.81,25104,Sprinkler,silt,None,mix ed,1692.4,34.3,35,No
2670,west,wheat,03/05/2021,08/10/2021,14.06,37527,Dr ip,Sandy,ORGANIC,Insecticide,1007.5,15.7,68,No
2671,West,rice,09/05/2022,16/09/2022,16.08,66174,DRIp,Silt,Organic,mixed,541.7,18,53,No
2672,suoth,Soybeans,01/08/2023,31/12/2023,6.28,12003,Dr ip,PEAT,Phosphate-based,Herbicide,1239.4,32.7,61,No
2673,North,Soybean,13/06/2024,19/10/2024,14.02,35717,flood,clay,Phosphate-based,mixed,601.2,28.4,63,no
2674,West,cotton,29/06/2023,29/10/2023,10.87,18496,SPRINKLER,Lom,MIXED,fungicid,585,34.3,52,yes
2675,East,Rice,25/07/2022,02/01/2023,23.04,80273,Drip,San dy,Mi xed,Fungi cide,1634.4,32.3,64,no
2676,East,corn,08/05/2020,17/10/2020,45.47,271669,Dr ip,San dy,Phosphate-based,Insecticide,393.1,15.4,28,no
2677,suoth,Rice,15/08/2020,19/11/2020,5.67,22806,Sprinkler,San dy,None,mix ed,110.5,29,28,No
2678,West,rice,09/09/2024,27/01/2025,36.15,124996,sprnkler,Sandy,Nitrogen-based,insecticide,739.9,11.2,51,No
2679,west,corn,27/01/2025,09/05/2025,34.52,177437,DRIp,SANDY,Nitrogn-based,fungicid,1032.9,30.4,30,no
2680,west,barlay,20/10/2022,16/04/2023,5.24,11437,Flood,Cly,Nitrogn-based,none,1439.7,25,58,no
2681,Soth,Soy,07/05/2023,25/08/2023,46.17,122044,SPRINKLER,Sandy,Phosphate-based,Fungicide,1584.1,33.9,65,No
2682,East,Soy,02/01/2023,09/04/2023,28.64,83492,Sprinkler,Peet,Mi xed,MIXED,1360.7,34,64,no
2683,South,barlay,03/02/2020,30/05/2020,18.5,56941,Flod,Cly,mixd,Herbicide,1290.4,11.3,42,no
2684,Soth,barlay,18/07/2023,17/11/2023,37.95,140651,SPRINKLER,PEAT,Organic,Fungi cide,1364.9,14,68,no
2685,west,Cotton,21/11/2022,20/04/2023,13.24,18780,SPRINKLER,Peet,organik,None,615.9,22.1,54,No
2686,West,Corn,23/03/2023,09/09/2023,34.83,177466,flood,clay,Mixed,mix ed,826.5,32,57,no
2687,west,barlay,10/05/2021,20/08/2021,2.47,5522,Drip,San dy,Mixed,mixed,1271.2,30.4,44,no
2688,West,Rice,11/01/2024,06/06/2024,42.05,163829,Drip,Loam,ORGANIC,Insecticide,224.6,34.1,60,No
2689,Soth,Cotton,21/10/2020,02/03/2021,22.68,45370,Flod,Loam,Phyosphate-based,Nne,661.1,25.5,70,no
2690,East,Soybean,19/08/2021,20/12/2021,32.02,107425,SPRINKLER,Sandy,Phyosphate-based,Fungicide,872.2,16.4,29,No
2691,west,Cotton,29/05/2022,12/10/2022,11.45,22694,Floo d,Lom,Nitrogn-based,None,1113.5,10.6,59,No
2692,suoth,Wheat,04/01/2020,19/05/2020,34.02,100859,none,clay,organik,Insectcide,1024.3,15.6,43,no
2693,West,Soy,13/06/2023,21/11/2023,38.73,111423,sprnkler,Cl ay,mixd,herbicide,1464.5,26.9,36,no
2694,East,rice,23/12/2021,02/06/2022,23.92,94921,None,Sandy,Phyosphate-based,Insectcide,999.5,33.2,50,no
2695,South,Wheat,07/05/2021,06/09/2021,31.08,118850,Sprinkler,Clay,Organic,None,1817.8,18,43,no
2696,West,Rice,14/03/2023,26/07/2023,23.09,101637,Nne,Peat,Phyosphate-based,none,822.6,31.9,35,yes
2697,Soth,cotton,03/05/2022,03/08/2022,44.76,100645,None,loam,phosphate based,None,1098.2,19.9,44,no
2698,South,cotton,18/01/2021,09/06/2021,25.14,36194,None,Lom,mixd,Fungicide,106.1,17.7,33,no
2699,South,barlay,22/09/2023,05/01/2024,42.17,153236,sprnkler,Lom,organik,insecticide,689.9,22.7,44,No
2700,North,Soybean,30/09/2023,11/02/2024,40.17,90536,Dr ip,San dy,Mi xed,herbicide,1746.5,21.1,51,no
2701,west,Cotton,24/06/2020,17/12/2020,20.82,41579,None,Lom,Organic,Fungicide,733.8,32.8,29,yes
2702,West,cotton,08/12/2022,24/05/2023,11.89,21451,dripp,Si lt,Phosphate-based,MIXED,581.1,21.7,34,no
2703,South,corn,08/01/2022,03/05/2022,20.6,87175,Nne,silt,Phosphate-based,herbicide,1132.7,16.9,33,no
2704,North,barlay,18/05/2020,28/10/2020,41.4,95016,Floo d,LOAM,Nitrogen-based,Mixed,249.6,31.1,49,No
2705,Soth,corn,13/12/2022,25/05/2023,11.77,59761,dripp,San dy,Nitrogn-based,Fungicide,1110,35,37,no
2706,East,wheat,19/01/2023,11/07/2023,26.46,55924,dripp,sand,mixd,None,677,26.2,56,no
2707,suoth,Soybean,05/11/2022,27/04/2023,40.4,97321,Flood,sand,Phosphate-based,Insecticide,827.9,16.3,32,No
2708,suoth,Soybeans,29/05/2024,03/11/2024,18,52139,sprnkler,Cly,Nitrogn-based,Insectcide,1603.6,16,69,Yes
2709,West,rice,05/11/2022,25/02/2023,32.29,141403,Sprink ler,Sandy,Organic,fungicid,1357.7,11.4,51,yes
2710,South,Soy,08/02/2023,14/06/2023,12.66,33702,sprnkler,Cly,None,Herbicid,947.6,11.9,46,No
2711,suoth,Cotton,11/02/2020,25/06/2020,5.91,10232,Floo d,SANDY,Organic,mixed,1197.3,32.9,52,no
2712,west,rice,10/03/2022,19/07/2022,39.82,121385,Drip,Peet,Mi xed,fungicid,1557,12.4,42,No
2713,suoth,barlay,23/11/2024,18/05/2025,5.4,17482,flood,Si lt,phosphate based,Insecticide,1517,22.1,47,no
2714,suoth,Rice,20/08/2022,22/01/2023,13.93,51967,Flood,peat,Mi xed,none,452.1,27.5,65,No
2715,suoth,Barley,30/03/2020,29/08/2020,42.83,118429,sprnkler,clay,none,Herbicide,671.7,31.3,55,No
2716,North,Barley,25/07/2023,19/12/2023,17.65,47955,Sprink ler,Clay,Phyosphate-based,Insectcide,761.7,14.3,65,No
2717,South,Barley,03/03/2022,11/06/2022,48.67,150020,sprnkler,Cly,none,Insectcide,456.3,20.9,58,yes
2718,west,cotton,03/02/2022,21/06/2022,49,125096,none,PEAT,phosphate based,Fungi cide,123.1,16.3,31,yes
2719,South,Soybeans,03/06/2021,18/11/2021,13.78,42006,Drip,Si lt,Nitrogen-based,fungicid,430.5,16.4,29,yes
2720,West,wheat,10/03/2024,14/07/2024,2.53,4934,flood,Lom,Non,Herbicide,1635.7,17.6,45,no
2721,West,Soybeans,03/02/2020,01/07/2020,35.4,84404,Sprinkler,silt,nitrogen based,insecticide,1137.2,24.7,30,no
2722,West,wheat,01/01/2022,20/06/2022,22.82,54630,Dr ip,Si lt,ORGANIC,None,749.2,10.4,69,no
2723,Soth,Cotton,02/06/2024,18/09/2024,5.49,12525,SPRINKLER,Silt,Phosphate-based,Insecticide,1255.9,20.2,59,No
2724,suoth,Cotton,18/05/2020,06/09/2020,35.52,71082,Sprinkler,Sandy,Phosphate-based,Fungi cide,1505.7,14.7,66,No
2725,Soth,Soybeans,07/12/2021,27/05/2022,2.04,5563,None,Peet,Phyosphate-based,Insecticide,773.4,34.2,47,Yes
2726,North,Soybean,08/05/2021,18/09/2021,43.57,102485,SPRINKLER,peat,Mi xed,Mixed,985.5,24.6,27,Yes
2727,West,Cotton,10/02/2024,02/07/2024,7.36,12425,SPRINKLER,LOAM,Nitrogen-based,mixed,222,31.7,57,No
2728,west,Soybean,07/09/2023,24/02/2024,6.8,14785,Nne,San dy,Nitrogn-based,Fungicide,1234.5,14.9,62,No
2729,South,barlay,10/07/2023,25/12/2023,9.2,19836,flood,Lom,Mixed,Nne,777.2,30.3,47,no
2730,suoth,Wheat,31/07/2020,10/01/2021,48.03,116778,Drip,peat,nitrogen based,Insecticide,923.7,20.4,40,no
2731,East,corn,29/04/2024,17/09/2024,34.81,135559,DRIp,Sandy,none,None,902.9,14.4,49,no
2732,west,Soy,06/04/2023,14/07/2023,40.17,84823,None,Clay,Mixed,Fungicide,1301.6,29,40,no
2733,suoth,barlay,14/02/2024,24/05/2024,20.18,47246,sprnkler,silt,none,Mixed,1187.7,29.1,49,no
2734,Soth,rice,29/03/2024,17/07/2024,17.15,72655,Dr ip,Cl ay,Organic,Fungicide,902,34.9,66,No
2735,Soth,Cotton,11/11/2021,24/03/2022,12.11,25509,Dr ip,clay,Organic,Fungi cide,132.2,29.5,31,No
2736,west,Soybeans,30/09/2020,27/01/2021,24.29,64304,Flood,Cly,Non,Fungi cide,1279.8,13.6,32,No
2737,Soth,corn,31/03/2020,08/08/2020,27.82,163616,None,loam,None,MIXED,1771.2,18.1,27,no
2738,West,wheat,22/12/2021,01/05/2022,31.77,94190,SPRINKLER,silt,none,herbicide,1562.1,21.3,29,No
2739,North,corn,23/01/2023,15/07/2023,13.23,58402,Sprinkler,Cl ay,Nitrogn-based,MIXED,1965.1,13.2,43,No
2740,South,Corn,24/11/2021,31/03/2022,47.46,316014,flood,Lom,organik,Fungicide,364.2,29.7,31,No
2741,North,rice,24/07/2024,20/01/2025,8.9,40436,sprnkler,clay,Organic,Herbicid,522.8,23.2,46,No
2742,suoth,barlay,09/08/2023,11/12/2023,48.3,138329,none,silt,Phosphate-based,mixed,1124.6,33.6,50,no
2743,South,Soybeans,24/12/2020,09/06/2021,1.24,3138,none,SANDY,organik,mixed,548.2,24.7,49,no
2744,South,Soy,27/08/2024,15/02/2025,24.32,63441,Flod,PEAT,None,insecticide,165.6,23.1,30,no
2745,North,Soybeans,14/05/2024,01/10/2024,17,41211,Flood,SANDY,Nitrogen-based,Mixed,864.3,11.8,29,no
2746,west,Cotton,03/11/2023,06/03/2024,22.73,46334,dripp,Cl ay,ORGANIC,herbicide,646.5,13.7,62,No
2747,South,wheat,09/08/2022,02/01/2023,28.75,92710,sprnkler,Clay,ORGANIC,Insecticide,601.1,31.2,62,Yes
2748,North,Rice,25/11/2023,09/04/2024,22.06,78623,DRIp,SANDY,Nitrogn-based,Herbicide,1911,34.8,46,no
2749,South,Wheat,07/09/2022,19/02/2023,21.03,47625,flood,Sandy,Phyosphate-based,insecticide,553.1,20.4,55,Yes
2750,East,Soybean,17/07/2023,20/12/2023,36.77,63304,Floo d,sand,Phosphate-based,Insectcide,345.9,30.3,46,No
2751,west,Rice,08/01/2021,04/06/2021,34.45,156152,flood,LOAM,MIXED,Herbicide,338.1,25.7,35,no
2752,West,rice,19/07/2024,08/12/2024,41.75,127347,Flod,silt,nitrogen based,fungicid,1632,34,56,yes
2753,South,Wheat,03/10/2020,22/01/2021,12.87,41305,Floo d,SANDY,Nitrogn-based,Nne,1458.2,16,41,No
2754,East,Rice,09/05/2020,30/08/2020,30.67,101437,Drip,PEAT,organik,none,346,23.6,65,no
2755,West,Soybean,06/01/2024,07/04/2024,29.47,61095,Flood,Cl ay,phosphate based,Insecticide,517.5,20.2,46,No
2756,West,wheat,08/05/2024,22/08/2024,18.8,50324,Sprink ler,Loam,Organic,Insecticide,1520,23.5,40,yes
2757,suoth,wheat,16/04/2025,14/08/2025,24.56,75825,flood,Silt,Nitrogn-based,Herbicid,621.8,16.7,66,no
2758,South,cotton,26/07/2022,16/01/2023,16.03,25863,Sprinkler,Peat,Nitrogen-based,herbicide,1964.9,22.4,39,no
2759,North,Soybeans,16/03/2020,16/07/2020,7.52,17060,none,Clay,Phosphate-based,Herbicid,1127.1,25.6,32,Yes
2760,South,Rice,23/08/2021,18/02/2022,11.08,44149,sprnkler,peat,MIXED,Herbicide,464.8,12,70,no
2761,East,Cotton,16/02/2021,27/05/2021,5.72,9363,Sprink ler,Sandy,MIXED,Insecticide,1731.7,28.6,27,No
2762,West,Soy,30/03/2020,24/07/2020,34.31,104151,Drip,Sandy,Organic,mix ed,707,27.7,37,Yes
2763,South,barlay,08/06/2024,27/09/2024,33.21,68961,Dr ip,SANDY,organik,herbicide,648.7,32,54,No
2764,North,Barley,12/02/2021,02/07/2021,47.56,128810,sprnkler,PEAT,Mixed,fungicid,722.1,20.6,52,No
2765,suoth,Cotton,19/12/2024,01/04/2025,36.62,87220,Dr ip,San dy,nitrogen based,Nne,1559.6,11.5,33,Yes
2766,South,Soybean,26/03/2020,06/07/2020,3.08,6170,Dr ip,Peet,Nitrogn-based,Insecticide,429.1,21.5,36,No
2767,west,Soy,08/10/2021,14/01/2022,44.27,108855,None,peat,Phyosphate-based,Herbicid,825.4,13.4,49,No
2768,suoth,Cotton,26/03/2025,23/08/2025,43.2,88121,Floo d,sand,Phosphate-based,mix ed,158.6,26.2,61,no
2769,North,corn,27/09/2021,06/03/2022,22.44,98622,SPRINKLER,Peat,Mi xed,Insecticide,1670.6,11.2,45,No
2770,East,Soybeans,21/11/2022,25/02/2023,29.5,72892,None,Cly,nitrogen based,fungicid,747.4,19.3,63,No
2771,West,Soy,26/03/2022,27/06/2022,48.82,132328,SPRINKLER,Si lt,Nitrogn-based,Fungicide,571.5,12.1,63,no
2772,South,corn,27/07/2024,14/12/2024,26.85,124842,SPRINKLER,sand,nitrogen based,Nne,1201.8,10.1,43,No
2773,North,Cotton,17/01/2023,23/06/2023,45.31,101009,None,Cl ay,Mixed,mix ed,1439.5,34,32,No
2774,suoth,Wheat,27/08/2022,05/12/2022,4.61,14644,Dr ip,loam,Phosphate-based,Herbicid,1644.5,34.9,62,No
2775,west,Corn,02/06/2021,13/09/2021,9.96,45445,sprnkler,peat,Phosphate-based,None,760.8,23.9,27,No
2776,North,Wheat,15/03/2020,16/07/2020,22.32,78284,DRIp,Sandy,Mi xed,Herbicid,1643.4,16,46,no
2777,Soth,Soybeans,22/03/2024,07/09/2024,29.45,65442,SPRINKLER,PEAT,Phosphate-based,Herbicid,983.3,32.8,25,Yes
2778,west,Soy,17/08/2023,04/12/2023,40.9,115377,DRIp,Silt,Nitrogen-based,none,292.2,33.1,62,No
2779,suoth,Soy,26/01/2021,06/05/2021,49.42,110150,Nne,Loam,Phyosphate-based,Fungicide,1708,31.4,43,No
2780,East,Soybeans,08/08/2021,28/01/2022,19.75,47034,flood,peat,Phosphate-based,Herbicid,1140.5,23.6,45,No
2781,West,corn,01/01/2022,20/05/2022,2.85,13902,Drip,Silt,None,Fungicide,1244.7,11.9,37,No
2782,suoth,wheat,31/10/2024,09/03/2025,40.16,126598,Sprink ler,silt,Nitrogn-based,None,1881.2,12.2,51,No
2783,East,Corn,18/05/2024,14/09/2024,30.42,97037,None,Peet,phosphate based,mixed,1162.4,32.4,41,no
2784,South,Cotton,07/04/2020,06/08/2020,10.33,22079,dripp,Loam,Nitrogn-based,Herbicide,110.6,31.9,44,no
2785,North,barlay,08/11/2024,14/03/2025,24.99,68896,DRIp,Clay,phosphate based,Fungicide,1754.2,20.9,54,no
2786,Soth,Soybean,04/09/2023,28/01/2024,37.24,97090,Nne,silt,Nitrogn-based,fungicid,641,18.2,62,no
2787,west,Wheat,10/11/2021,29/04/2022,38.64,124657,DRIp,PEAT,Mi xed,Herbicide,1053.4,26.1,35,yes
2788,west,Wheat,13/07/2021,27/10/2021,25.23,80161,Nne,Silt,ORGANIC,Nne,489.3,30.2,51,No
2789,North,rice,11/09/2020,26/12/2020,15.61,43639,Sprinkler,SANDY,Non,Herbicide,664.3,28.3,62,Yes
2790,Soth,Barley,25/06/2024,29/11/2024,48.7,114658,Sprink ler,Si lt,Nitrogen-based,herbicide,1404.6,25.4,52,Yes
2791,North,rice,23/01/2022,14/05/2022,33.34,140017,none,LOAM,nitrogen based,Herbicide,916.2,15.8,50,No
2792,South,Corn,13/06/2022,14/09/2022,20.71,106651,Flod,Sandy,ORGANIC,fungicid,1291.5,16.6,63,no
2793,East,Soybean,26/12/2024,30/03/2025,14.38,31692,Nne,Lom,organik,Insecticide,1664.8,28.1,57,no
2794,suoth,Wheat,30/03/2022,20/09/2022,36.69,122248,Drip,sand,Phyosphate-based,insecticide,747.6,30.1,56,No
2795,west,Soybean,02/03/2024,15/07/2024,12.49,30023,Sprink ler,Si lt,Nitrogen-based,None,1179.8,12.9,49,No
2796,South,barlay,19/06/2022,28/10/2022,9,28548,DRIp,Peat,Phosphate-based,MIXED,1577.4,14.7,48,no
2797,East,Cotton,06/01/2025,05/06/2025,26.73,63163,DRIp,Cl ay,phosphate based,Herbicide,1458.7,27,64,yes
2798,South,Soy,02/03/2022,29/07/2022,14.85,38674,None,Cl ay,phosphate based,Insecticide,1125.7,19.7,51,No
2799,Soth,Soybean,25/11/2021,03/05/2022,31.63,85664,Flood,Sandy,Nitrogen-based,none,828.4,24.1,70,No
2800,west,Wheat,17/01/2021,21/05/2021,6.34,17284,sprnkler,Peet,nitrogen based,Nne,874.3,25.4,46,No
2801,suoth,corn,13/10/2022,22/03/2023,32.92,186628,None,Silt,Nitrogn-based,Fungicide,923,29.4,44,no
2802,North,Corn,18/11/2023,12/04/2024,14.52,74975,Dr ip,Sandy,mixd,fungicid,762.8,30.1,57,No
2803,North,Soybeans,15/10/2022,30/01/2023,0.51,1218,Flood,Sandy,mixd,fungicid,1428.2,17,29,no
2804,East,wheat,22/01/2022,20/07/2022,6.78,16621,Sprinkler,SANDY,ORGANIC,insecticide,338.3,23.5,53,yes
2805,suoth,Rice,07/03/2025,13/08/2025,46.71,173235,None,peat,Non,mixed,1938.2,13.1,29,no
2806,West,cotton,20/06/2024,10/10/2024,43.43,72404,Dr ip,Si lt,Organic,Insectcide,1580.1,31.1,70,No
2807,Soth,wheat,29/11/2022,13/05/2023,12.06,40312,Drip,PEAT,Nitrogen-based,Insectcide,666.5,31.1,63,no
2808,East,cotton,30/06/2021,13/12/2021,39.03,92350,Sprinkler,Cly,nitrogen based,herbicide,180.8,17.5,41,no
2809,West,Rice,28/06/2024,23/11/2024,30.62,139313,Flood,clay,Phosphate-based,none,1451.5,14,53,No
2810,South,Soybean,18/06/2020,05/12/2020,48.56,166670,DRIp,clay,ORGANIC,insecticide,1495.3,11.8,35,Yes
2811,Soth,Corn,29/01/2024,18/07/2024,18.99,88392,DRIp,Lom,Phyosphate-based,Herbicid,1930.9,24.4,46,no
2812,South,Soybean,19/05/2022,28/10/2022,34.23,93232,Floo d,Lom,MIXED,insecticide,582,12.3,55,No
2813,suoth,barlay,10/06/2020,02/11/2020,3.65,8408,sprnkler,loam,Phosphate-based,Herbicide,257.2,27,63,no
2814,west,barlay,31/05/2022,04/11/2022,20.11,54641,Sprinkler,Clay,Organic,Mixed,1838.8,27,25,no
2815,Soth,barlay,18/05/2023,05/11/2023,48.21,105074,Drip,SANDY,nitrogen based,mixed,591.4,25.3,39,Yes
2816,West,Soybeans,11/08/2024,29/01/2025,27.18,73741,sprnkler,clay,nitrogen based,Herbicid,1470.9,31.9,43,no
2817,west,Corn,04/01/2021,11/06/2021,14.75,69817,sprnkler,Peat,mixd,Mixed,215.3,19.5,34,No
2818,North,rice,22/01/2023,31/05/2023,6.45,17848,Dr ip,Clay,Nitrogen-based,MIXED,1545.1,32.6,33,No
2819,West,rice,24/08/2021,05/01/2022,35.32,126763,flood,clay,Nitrogen-based,mixed,341.3,10.9,37,no
2820,East,wheat,19/10/2021,19/03/2022,32.42,123419,Flod,LOAM,nitrogen based,Herbicid,1421.6,12.8,69,no
2821,North,Rice,29/07/2020,04/01/2021,19.01,80721,SPRINKLER,silt,nitrogen based,Fungi cide,1111.5,20.3,50,yes
2822,North,barlay,12/06/2020,09/10/2020,47.57,148562,Sprinkler,Lom,Phyosphate-based,herbicide,1915.4,24.8,30,no
2823,East,barlay,02/11/2021,11/02/2022,1.6,4564,DRIp,Peet,none,Fungicide,170.1,10.8,64,Yes
2824,Soth,Soybean,15/09/2023,08/02/2024,15.53,37767,Nne,Clay,nitrogen based,fungicid,654.9,24.2,68,no
2825,North,Barley,28/08/2021,04/01/2022,46.09,129353,dripp,clay,Organic,Fungi cide,232.1,17.7,26,No
2826,suoth,Wheat,19/09/2021,02/02/2022,16.39,50980,SPRINKLER,LOAM,ORGANIC,Herbicide,1770.5,32.2,53,No
2827,West,corn,02/07/2022,21/11/2022,12.99,54265,DRIp,Silt,Phosphate-based,Mixed,1228.4,23.3,36,yes
2828,west,Soy,19/05/2023,19/09/2023,26.94,75058,Flod,Cly,Organic,Insecticide,1116.4,24.7,47,No
2829,North,corn,09/01/2024,27/04/2024,41.28,241131,None,sand,ORGANIC,Herbicide,349.8,33.6,27,No
2830,West,Soybeans,22/05/2022,27/09/2022,5.61,13611,Sprinkler,peat,Phyosphate-based,insecticide,1029.2,29.1,35,no
2831,South,Soybean,07/12/2020,08/03/2021,47.18,108696,sprnkler,Clay,Phosphate-based,MIXED,857.5,21,29,no
2832,West,Cotton,13/11/2023,11/02/2024,39.86,70848,Sprinkler,Clay,Non,mixed,699.9,21.9,69,Yes
2833,west,barlay,28/06/2022,01/12/2022,9.47,33513,Flod,Lom,nitrogen based,Fungi cide,1567.2,26.2,34,yes
2834,West,Corn,20/12/2021,06/04/2022,35.74,166576,flood,loam,Organic,None,216.4,15,30,No
2835,East,rice,04/07/2022,15/11/2022,19.56,85907,None,Lom,organik,Nne,1328.7,12.2,40,no
2836,west,rice,27/03/2020,31/07/2020,20.41,79318,None,Si lt,Nitrogn-based,none,1663.7,17.8,55,No
2837,Soth,Soybean,28/01/2024,26/06/2024,39.27,94587,None,Cl ay,Organic,Nne,1823.9,29.5,47,No
2838,South,Corn,16/11/2024,23/04/2025,48.16,213177,Sprink ler,Lom,Mi xed,Insecticide,1517.2,16.4,54,no
2839,East,Soy,09/02/2025,11/05/2025,6.77,14461,Dr ip,Si lt,Organic,Herbicid,636.7,13.3,64,Yes
2840,Soth,Barley,23/12/2021,19/06/2022,21.32,66321,SPRINKLER,sand,phosphate based,Nne,1241,15.5,44,No
2841,West,corn,13/06/2023,12/11/2023,24.31,103446,Dr ip,Peat,Mixed,MIXED,368.7,27,49,No
2842,west,wheat,09/06/2022,07/11/2022,19.13,61371,sprnkler,Silt,Mi xed,Fungicide,322.4,25.3,59,no
2843,South,Wheat,16/07/2021,21/11/2021,18.48,56193,SPRINKLER,loam,Nitrogen-based,Fungi cide,1313.4,27.2,29,no
2844,East,Soy,02/08/2023,01/11/2023,3.09,8597,Sprinkler,SANDY,mixd,Insecticide,1717.1,18,27,no
2845,Soth,Soy,08/06/2024,31/10/2024,34.43,78199,Sprinkler,Cl ay,Mi xed,Insecticide,227.8,32.5,58,No
2846,Soth,corn,25/04/2025,30/08/2025,22.09,128345,none,Loam,Organic,Herbicid,301.4,21.3,36,no
2847,South,Soy,27/04/2020,10/10/2020,10.14,24813,Dr ip,silt,Nitrogn-based,Insectcide,1174.7,22.8,51,no
2848,suoth,wheat,02/06/2020,29/09/2020,40.89,170358,Sprinkler,San dy,none,Fungicide,514.6,33.7,29,No
2849,West,Cotton,06/10/2023,04/01/2024,40.23,60978,DRIp,Lom,Phosphate-based,Insectcide,1262.5,34.5,65,no
2850,South,Cotton,29/07/2023,05/01/2024,24.58,67070,Floo d,sand,nitrogen based,Mixed,507.6,26.5,46,no
2851,Soth,rice,11/04/2022,26/08/2022,15.27,59922,Floo d,Si lt,organik,mix ed,321.3,33.6,28,no
2852,North,cotton,14/01/2022,08/05/2022,32.09,66324,Flood,clay,phosphate based,Insectcide,1136.6,23.5,52,no
